instance_id,ieee_case,functional_id,functional_family,functional_vector,functional_norm,local_indices,state_metadata,semantic_status,selection_data_used,status,failure_reason,structural_group_id,structural_group_selection_order,realization_order,matrix_selection_seed,candidate_id,candidate_policy
ieee30_structural_group_04_realization_02_seed_30202_8x8,ieee30,aggregate_e0_to_e3,aggregate,"[0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0]",1.0,"[0,1,2,3]","[{""bus_id"":5,""full_state_index"":3,""label"":""theta_5"",""local_index"":0,""state_type"":""angle""},{""bus_id"":7,""full_state_index"":5,""label"":""theta_7"",""local_index"":1,""state_type"":""angle""},{""bus_id"":9,""full_state_index"":7,""label"":""theta_9"",""local_index"":2,""state_type"":""angle""},{""bus_id"":12,""full_state_index"":10,""label"":""theta_12"",""local_index"":3,""state_type"":""angle""}]",metadata_grounded_state_aggregate,state_metadata_only_no_output_accuracy,completed,,ieee30_structural_group_04,4,2,30202,ieee30_angle_dominant_v03,angle_dominant
ieee30_structural_group_04_realization_02_seed_30202_8x8,ieee30,coordinate_e0,coordinate,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",1.0,[0],"[{""bus_id"":5,""full_state_index"":3,""label"":""theta_5"",""local_index"":0,""state_type"":""angle""}]",metadata_grounded_state_coordinate,state_metadata_only_no_output_accuracy,completed,,ieee30_structural_group_04,4,2,30202,ieee30_angle_dominant_v03,angle_dominant
ieee30_structural_group_04_realization_02_seed_30202_8x8,ieee30,signed_difference_e0_minus_e1,difference,"[0.7071067811865475,-0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0]",1.0,"[0,1]","[{""bus_id"":5,""full_state_index"":3,""label"":""theta_5"",""local_index"":0,""state_type"":""angle""},{""bus_id"":7,""full_state_index"":5,""label"":""theta_7"",""local_index"":1,""state_type"":""angle""}]",metadata_grounded_compatible_state_difference,state_metadata_only_no_output_accuracy,completed,,ieee30_structural_group_04,4,2,30202,ieee30_angle_dominant_v03,angle_dominant
ieee57_structural_group_01_realization_01_seed_57201_8x8,ieee57,aggregate_e0_to_e3,aggregate,"[0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0]",1.0,"[0,1,2,3]","[{""bus_id"":3,""full_state_index"":1,""label"":""theta_3"",""local_index"":0,""state_type"":""angle""},{""bus_id"":30,""full_state_index"":28,""label"":""theta_30"",""local_index"":1,""state_type"":""angle""},{""bus_id"":31,""full_state_index"":29,""label"":""theta_31"",""local_index"":2,""state_type"":""angle""},{""bus_id"":32,""full_state_index"":30,""label"":""theta_32"",""local_index"":3,""state_type"":""angle""}]",metadata_grounded_state_aggregate,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_01,1,1,57201,ieee57_lexicographic_metadata_v03,lexicographic_metadata
ieee57_structural_group_01_realization_01_seed_57201_8x8,ieee57,coordinate_e0,coordinate,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",1.0,[0],"[{""bus_id"":3,""full_state_index"":1,""label"":""theta_3"",""local_index"":0,""state_type"":""angle""}]",metadata_grounded_state_coordinate,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_01,1,1,57201,ieee57_lexicographic_metadata_v03,lexicographic_metadata
ieee57_structural_group_01_realization_01_seed_57201_8x8,ieee57,signed_difference_e0_minus_e1,difference,"[0.7071067811865475,-0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0]",1.0,"[0,1]","[{""bus_id"":3,""full_state_index"":1,""label"":""theta_3"",""local_index"":0,""state_type"":""angle""},{""bus_id"":30,""full_state_index"":28,""label"":""theta_30"",""local_index"":1,""state_type"":""angle""}]",metadata_grounded_compatible_state_difference,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_01,1,1,57201,ieee57_lexicographic_metadata_v03,lexicographic_metadata
ieee57_structural_group_01_realization_02_seed_57202_8x8,ieee57,aggregate_e0_to_e3,aggregate,"[0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0]",1.0,"[0,1,2,3]","[{""bus_id"":3,""full_state_index"":1,""label"":""theta_3"",""local_index"":0,""state_type"":""angle""},{""bus_id"":30,""full_state_index"":28,""label"":""theta_30"",""local_index"":1,""state_type"":""angle""},{""bus_id"":31,""full_state_index"":29,""label"":""theta_31"",""local_index"":2,""state_type"":""angle""},{""bus_id"":32,""full_state_index"":30,""label"":""theta_32"",""local_index"":3,""state_type"":""angle""}]",metadata_grounded_state_aggregate,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_01,1,2,57202,ieee57_lexicographic_metadata_v03,lexicographic_metadata
ieee57_structural_group_01_realization_02_seed_57202_8x8,ieee57,coordinate_e0,coordinate,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",1.0,[0],"[{""bus_id"":3,""full_state_index"":1,""label"":""theta_3"",""local_index"":0,""state_type"":""angle""}]",metadata_grounded_state_coordinate,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_01,1,2,57202,ieee57_lexicographic_metadata_v03,lexicographic_metadata
ieee57_structural_group_01_realization_02_seed_57202_8x8,ieee57,signed_difference_e0_minus_e1,difference,"[0.7071067811865475,-0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0]",1.0,"[0,1]","[{""bus_id"":3,""full_state_index"":1,""label"":""theta_3"",""local_index"":0,""state_type"":""angle""},{""bus_id"":30,""full_state_index"":28,""label"":""theta_30"",""local_index"":1,""state_type"":""angle""}]",metadata_grounded_compatible_state_difference,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_01,1,2,57202,ieee57_lexicographic_metadata_v03,lexicographic_metadata
ieee57_structural_group_02_realization_01_seed_57201_8x8,ieee57,aggregate_e0_to_e3,aggregate,"[0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0]",1.0,"[0,1,2,3]","[{""bus_id"":1,""full_state_index"":56,""label"":""V_1"",""local_index"":0,""state_type"":""voltage""},{""bus_id"":13,""full_state_index"":68,""label"":""V_13"",""local_index"":1,""state_type"":""voltage""},{""bus_id"":15,""full_state_index"":70,""label"":""V_15"",""local_index"":2,""state_type"":""voltage""},{""bus_id"":22,""full_state_index"":77,""label"":""V_22"",""local_index"":3,""state_type"":""voltage""}]",metadata_grounded_state_aggregate,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_02,2,1,57201,ieee57_voltage_dominant_v00,voltage_dominant
ieee57_structural_group_02_realization_01_seed_57201_8x8,ieee57,coordinate_e0,coordinate,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",1.0,[0],"[{""bus_id"":1,""full_state_index"":56,""label"":""V_1"",""local_index"":0,""state_type"":""voltage""}]",metadata_grounded_state_coordinate,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_02,2,1,57201,ieee57_voltage_dominant_v00,voltage_dominant
ieee57_structural_group_02_realization_01_seed_57201_8x8,ieee57,signed_difference_e0_minus_e1,difference,"[0.7071067811865475,-0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0]",1.0,"[0,1]","[{""bus_id"":1,""full_state_index"":56,""label"":""V_1"",""local_index"":0,""state_type"":""voltage""},{""bus_id"":13,""full_state_index"":68,""label"":""V_13"",""local_index"":1,""state_type"":""voltage""}]",metadata_grounded_compatible_state_difference,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_02,2,1,57201,ieee57_voltage_dominant_v00,voltage_dominant
ieee57_structural_group_02_realization_02_seed_57202_8x8,ieee57,aggregate_e0_to_e3,aggregate,"[0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0]",1.0,"[0,1,2,3]","[{""bus_id"":1,""full_state_index"":56,""label"":""V_1"",""local_index"":0,""state_type"":""voltage""},{""bus_id"":13,""full_state_index"":68,""label"":""V_13"",""local_index"":1,""state_type"":""voltage""},{""bus_id"":15,""full_state_index"":70,""label"":""V_15"",""local_index"":2,""state_type"":""voltage""},{""bus_id"":22,""full_state_index"":77,""label"":""V_22"",""local_index"":3,""state_type"":""voltage""}]",metadata_grounded_state_aggregate,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_02,2,2,57202,ieee57_voltage_dominant_v00,voltage_dominant
ieee57_structural_group_02_realization_02_seed_57202_8x8,ieee57,coordinate_e0,coordinate,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",1.0,[0],"[{""bus_id"":1,""full_state_index"":56,""label"":""V_1"",""local_index"":0,""state_type"":""voltage""}]",metadata_grounded_state_coordinate,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_02,2,2,57202,ieee57_voltage_dominant_v00,voltage_dominant
ieee57_structural_group_02_realization_02_seed_57202_8x8,ieee57,signed_difference_e0_minus_e1,difference,"[0.7071067811865475,-0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0]",1.0,"[0,1]","[{""bus_id"":1,""full_state_index"":56,""label"":""V_1"",""local_index"":0,""state_type"":""voltage""},{""bus_id"":13,""full_state_index"":68,""label"":""V_13"",""local_index"":1,""state_type"":""voltage""}]",metadata_grounded_compatible_state_difference,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_02,2,2,57202,ieee57_voltage_dominant_v00,voltage_dominant
ieee57_structural_group_03_realization_01_seed_57201_8x8,ieee57,aggregate_e0_to_e3,aggregate,"[0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0]",1.0,"[0,1,2,3]","[{""bus_id"":2,""full_state_index"":0,""label"":""theta_2"",""local_index"":0,""state_type"":""angle""},{""bus_id"":22,""full_state_index"":20,""label"":""theta_22"",""local_index"":1,""state_type"":""angle""},{""bus_id"":23,""full_state_index"":21,""label"":""theta_23"",""local_index"":2,""state_type"":""angle""},{""bus_id"":48,""full_state_index"":46,""label"":""theta_48"",""local_index"":3,""state_type"":""angle""}]",metadata_grounded_state_aggregate,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_03,3,1,57201,ieee57_branch_flow_heavy_v00,branch_flow_heavy
ieee57_structural_group_03_realization_01_seed_57201_8x8,ieee57,coordinate_e0,coordinate,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",1.0,[0],"[{""bus_id"":2,""full_state_index"":0,""label"":""theta_2"",""local_index"":0,""state_type"":""angle""}]",metadata_grounded_state_coordinate,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_03,3,1,57201,ieee57_branch_flow_heavy_v00,branch_flow_heavy
ieee57_structural_group_03_realization_01_seed_57201_8x8,ieee57,signed_difference_e0_minus_e1,difference,"[0.7071067811865475,-0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0]",1.0,"[0,1]","[{""bus_id"":2,""full_state_index"":0,""label"":""theta_2"",""local_index"":0,""state_type"":""angle""},{""bus_id"":22,""full_state_index"":20,""label"":""theta_22"",""local_index"":1,""state_type"":""angle""}]",metadata_grounded_compatible_state_difference,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_03,3,1,57201,ieee57_branch_flow_heavy_v00,branch_flow_heavy
ieee57_structural_group_03_realization_02_seed_57202_8x8,ieee57,aggregate_e0_to_e3,aggregate,"[0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0]",1.0,"[0,1,2,3]","[{""bus_id"":2,""full_state_index"":0,""label"":""theta_2"",""local_index"":0,""state_type"":""angle""},{""bus_id"":22,""full_state_index"":20,""label"":""theta_22"",""local_index"":1,""state_type"":""angle""},{""bus_id"":23,""full_state_index"":21,""label"":""theta_23"",""local_index"":2,""state_type"":""angle""},{""bus_id"":48,""full_state_index"":46,""label"":""theta_48"",""local_index"":3,""state_type"":""angle""}]",metadata_grounded_state_aggregate,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_03,3,2,57202,ieee57_branch_flow_heavy_v00,branch_flow_heavy
ieee57_structural_group_03_realization_02_seed_57202_8x8,ieee57,coordinate_e0,coordinate,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",1.0,[0],"[{""bus_id"":2,""full_state_index"":0,""label"":""theta_2"",""local_index"":0,""state_type"":""angle""}]",metadata_grounded_state_coordinate,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_03,3,2,57202,ieee57_branch_flow_heavy_v00,branch_flow_heavy
ieee57_structural_group_03_realization_02_seed_57202_8x8,ieee57,signed_difference_e0_minus_e1,difference,"[0.7071067811865475,-0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0]",1.0,"[0,1]","[{""bus_id"":2,""full_state_index"":0,""label"":""theta_2"",""local_index"":0,""state_type"":""angle""},{""bus_id"":22,""full_state_index"":20,""label"":""theta_22"",""local_index"":1,""state_type"":""angle""}]",metadata_grounded_compatible_state_difference,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_03,3,2,57202,ieee57_branch_flow_heavy_v00,branch_flow_heavy
ieee57_structural_group_04_realization_01_seed_57201_8x8,ieee57,aggregate_e0_to_e3,aggregate,"[0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0]",1.0,"[0,1,2,3]","[{""bus_id"":7,""full_state_index"":62,""label"":""V_7"",""local_index"":0,""state_type"":""voltage""},{""bus_id"":8,""full_state_index"":63,""label"":""V_8"",""local_index"":1,""state_type"":""voltage""},{""bus_id"":9,""full_state_index"":64,""label"":""V_9"",""local_index"":2,""state_type"":""voltage""},{""bus_id"":10,""full_state_index"":65,""label"":""V_10"",""local_index"":3,""state_type"":""voltage""}]",metadata_grounded_state_aggregate,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_04,4,1,57201,ieee57_voltage_measurement_heavy_v02,voltage_measurement_heavy
ieee57_structural_group_04_realization_01_seed_57201_8x8,ieee57,coordinate_e0,coordinate,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",1.0,[0],"[{""bus_id"":7,""full_state_index"":62,""label"":""V_7"",""local_index"":0,""state_type"":""voltage""}]",metadata_grounded_state_coordinate,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_04,4,1,57201,ieee57_voltage_measurement_heavy_v02,voltage_measurement_heavy
ieee57_structural_group_04_realization_01_seed_57201_8x8,ieee57,signed_difference_e0_minus_e1,difference,"[0.7071067811865475,-0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0]",1.0,"[0,1]","[{""bus_id"":7,""full_state_index"":62,""label"":""V_7"",""local_index"":0,""state_type"":""voltage""},{""bus_id"":8,""full_state_index"":63,""label"":""V_8"",""local_index"":1,""state_type"":""voltage""}]",metadata_grounded_compatible_state_difference,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_04,4,1,57201,ieee57_voltage_measurement_heavy_v02,voltage_measurement_heavy
ieee57_structural_group_04_realization_02_seed_57202_8x8,ieee57,aggregate_e0_to_e3,aggregate,"[0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0]",1.0,"[0,1,2,3]","[{""bus_id"":7,""full_state_index"":62,""label"":""V_7"",""local_index"":0,""state_type"":""voltage""},{""bus_id"":8,""full_state_index"":63,""label"":""V_8"",""local_index"":1,""state_type"":""voltage""},{""bus_id"":9,""full_state_index"":64,""label"":""V_9"",""local_index"":2,""state_type"":""voltage""},{""bus_id"":10,""full_state_index"":65,""label"":""V_10"",""local_index"":3,""state_type"":""voltage""}]",metadata_grounded_state_aggregate,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_04,4,2,57202,ieee57_voltage_measurement_heavy_v02,voltage_measurement_heavy
ieee57_structural_group_04_realization_02_seed_57202_8x8,ieee57,coordinate_e0,coordinate,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",1.0,[0],"[{""bus_id"":7,""full_state_index"":62,""label"":""V_7"",""local_index"":0,""state_type"":""voltage""}]",metadata_grounded_state_coordinate,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_04,4,2,57202,ieee57_voltage_measurement_heavy_v02,voltage_measurement_heavy
ieee57_structural_group_04_realization_02_seed_57202_8x8,ieee57,signed_difference_e0_minus_e1,difference,"[0.7071067811865475,-0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0]",1.0,"[0,1]","[{""bus_id"":7,""full_state_index"":62,""label"":""V_7"",""local_index"":0,""state_type"":""voltage""},{""bus_id"":8,""full_state_index"":63,""label"":""V_8"",""local_index"":1,""state_type"":""voltage""}]",metadata_grounded_compatible_state_difference,state_metadata_only_no_output_accuracy,completed,,ieee57_structural_group_04,4,2,57202,ieee57_voltage_measurement_heavy_v02,voltage_measurement_heavy
