candidate_id,ieee_case,selected_rows,selected_columns,row_set,column_set,support_cells,support_pattern,support_pattern_fingerprint,measurement_type_histogram,measurement_type_proportions,state_type_histogram,state_type_proportions,row_degree_profile,column_degree_profile,row_degree_histogram,column_degree_histogram,nonzeros,rank,condition_number,spectral_norm,frobenius_norm,max_absolute_entry,singular_values,descriptor_uses_selector_or_output_results,policy,variant,descriptor_data_scope
ieee14_topology_local_v00,ieee14,"[15,17,18,29,31,32,48,68]","[0,2,3,7,14,16,17,21]","[15,17,18,29,31,32,48,68]","[0,2,3,7,14,16,17,21]","[[15,0],[15,2],[15,3],[15,14],[15,16],[15,17],[17,0],[17,2],[17,3],[17,7],[17,14],[17,16],[17,17],[17,21],[18,0],[18,2],[18,3],[18,14],[18,16],[18,17],[29,0],[29,2],[29,3],[29,14],[29,16],[29,17],[31,0],[31,2],[31,3],[31,7],[31,14],[31,16],[31,17],[31,21],[32,0],[32,2],[32,3],[32,14],[32,16],[32,17],[48,2],[48,3],[48,16],[48,17],[68,2],[68,3],[68,16],[68,17]]","[[1,1,1,0,1,1,1,0],[1,1,1,1,1,1,1,1],[1,1,1,0,1,1,1,0],[1,1,1,0,1,1,1,0],[1,1,1,1,1,1,1,1],[1,1,1,0,1,1,1,0],[0,1,1,0,0,1,1,0],[0,1,1,0,0,1,1,0]]",2e6bdf021e398d032c52f526ccaf1cb067e35aa6736af9fd16bbd44691d96df5,"{""p_branch_flow"":1,""p_injection"":3,""q_branch_flow"":1,""q_injection"":3}","{""p_branch_flow"":0.125,""p_injection"":0.375,""q_branch_flow"":0.125,""q_injection"":0.375}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[6,8,6,6,8,6,4,4]","[6,8,8,2,6,8,8,2]","{""4"":2,""6"":4,""8"":2}","{""2"":2,""6"":2,""8"":4}",48,8,116.0586059285054,2724.872268686686,4213.548508043307,1335.8517116760058,"[2724.872268686686,2632.802146944008,1247.0455665484021,1202.6158649380322,454.26626530307806,434.06767337350743,26.14611789405189,23.478416330153628]",False,topology_local,0,matrix_structure_and_metadata_only
ieee14_topology_local_v01,ieee14,"[17,20,22,31,34,36,57,77]","[2,5,7,8,16,19,21,22]","[17,20,22,31,34,36,57,77]","[2,5,7,8,16,19,21,22]","[[17,2],[17,5],[17,7],[17,16],[17,19],[17,21],[20,2],[20,5],[20,7],[20,16],[20,19],[20,21],[22,2],[22,5],[22,7],[22,8],[22,16],[22,19],[22,21],[22,22],[31,2],[31,5],[31,7],[31,16],[31,19],[31,21],[34,2],[34,5],[34,7],[34,16],[34,19],[34,21],[36,2],[36,5],[36,7],[36,8],[36,16],[36,19],[36,21],[36,22],[57,7],[57,8],[57,21],[57,22],[77,7],[77,8],[77,21],[77,22]]","[[1,1,1,0,1,1,1,0],[1,1,1,0,1,1,1,0],[1,1,1,1,1,1,1,1],[1,1,1,0,1,1,1,0],[1,1,1,0,1,1,1,0],[1,1,1,1,1,1,1,1],[0,0,1,1,0,0,1,1],[0,0,1,1,0,0,1,1]]",b2d0779e2156c216d61f2613d7ef889a9bcc903e856ca0355da29f48e2975950,"{""p_branch_flow"":1,""p_injection"":3,""q_branch_flow"":1,""q_injection"":3}","{""p_branch_flow"":0.125,""p_injection"":0.375,""q_branch_flow"":0.125,""q_injection"":0.375}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[6,6,8,6,6,8,4,4]","[6,6,8,4,6,6,8,4]","{""4"":2,""6"":4,""8"":2}","{""4"":2,""6"":4,""8"":2}",48,8,10.132837768782062,1453.1347059162174,2956.1372242012744,1335.8517116760058,"[1453.1347059162174,1419.255512029447,1384.5443571891255,1338.5032518478292,672.9714613555811,637.0008428961423,158.36642560791174,143.40846454614461]",False,topology_local,1,matrix_structure_and_metadata_only
ieee14_topology_local_v02,ieee14,"[15,16,17,18,29,30,31,32]","[0,1,2,3,14,15,16,17]","[15,16,17,18,29,30,31,32]","[0,1,2,3,14,15,16,17]","[[15,0],[15,1],[15,2],[15,3],[15,14],[15,15],[15,16],[15,17],[16,0],[16,1],[16,2],[16,14],[16,15],[16,16],[17,0],[17,1],[17,2],[17,3],[17,14],[17,15],[17,16],[17,17],[18,0],[18,2],[18,3],[18,14],[18,16],[18,17],[29,0],[29,1],[29,2],[29,3],[29,14],[29,15],[29,16],[29,17],[30,0],[30,1],[30,2],[30,14],[30,15],[30,16],[31,0],[31,1],[31,2],[31,3],[31,14],[31,15],[31,16],[31,17],[32,0],[32,2],[32,3],[32,14],[32,16],[32,17]]","[[1,1,1,1,1,1,1,1],[1,1,1,0,1,1,1,0],[1,1,1,1,1,1,1,1],[1,0,1,1,1,0,1,1],[1,1,1,1,1,1,1,1],[1,1,1,0,1,1,1,0],[1,1,1,1,1,1,1,1],[1,0,1,1,1,0,1,1]]",b3f84a2e08ac361121af9e02357f00f4a15dfc0c3558b09f33786b506605f3c4,"{""p_injection"":4,""q_injection"":4}","{""p_injection"":0.5,""q_injection"":0.5}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[8,6,8,6,8,6,8,6]","[8,6,8,6,8,6,8,6]","{""6"":4,""8"":4}","{""6"":4,""8"":4}",56,8,12.534216510353657,2148.27912128101,3575.0850081908793,1335.8517116760058,"[2148.27912128101,2091.5294151549947,1261.4153604590526,1216.383226677032,584.8551762673352,549.7321551386284,217.3495658722834,171.39317160402197]",False,topology_local,2,matrix_structure_and_metadata_only
ieee14_topology_local_v03,ieee14,"[22,23,27,36,37,41,57,77]","[7,8,11,12,21,22,25,26]","[22,23,27,36,37,41,57,77]","[7,8,11,12,21,22,25,26]","[[22,7],[22,8],[22,12],[22,21],[22,22],[22,26],[23,7],[23,8],[23,21],[23,22],[27,7],[27,11],[27,12],[27,21],[27,25],[27,26],[36,7],[36,8],[36,12],[36,21],[36,22],[36,26],[37,7],[37,8],[37,21],[37,22],[41,7],[41,11],[41,12],[41,21],[41,25],[41,26],[57,7],[57,8],[57,21],[57,22],[77,7],[77,8],[77,21],[77,22]]","[[1,1,0,1,1,1,0,1],[1,1,0,0,1,1,0,0],[1,0,1,1,1,0,1,1],[1,1,0,1,1,1,0,1],[1,1,0,0,1,1,0,0],[1,0,1,1,1,0,1,1],[1,1,0,0,1,1,0,0],[1,1,0,0,1,1,0,0]]",06b18e64eb8ff2570dbdcbc9d6a1d1462584111d05e42a9a3b9ab6d73545e8ed,"{""p_branch_flow"":1,""p_injection"":3,""q_branch_flow"":1,""q_injection"":3}","{""p_branch_flow"":0.125,""p_injection"":0.375,""q_branch_flow"":0.125,""q_injection"":0.375}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[6,4,6,6,4,6,4,4]","[8,6,2,4,8,6,2,4]","{""4"":4,""6"":4}","{""2"":2,""4"":2,""6"":2,""8"":2}",40,8,134.16165796105014,1481.1957374317922,2121.7841797235374,899.5929239869998,"[1481.1957374317922,1400.0547495517167,384.2564426461329,360.27748851051547,193.2881785364042,181.12765994279545,11.474728613604265,11.040380388425234]",False,topology_local,3,matrix_structure_and_metadata_only
ieee14_voltage_dominant_v00,ieee14,"[15,17,18,22,29,31,32,36]","[13,14,16,17,18,19,21,22]","[15,17,18,22,29,31,32,36]","[13,14,16,17,18,19,21,22]","[[15,13],[15,14],[15,16],[15,17],[17,14],[17,16],[17,17],[17,19],[17,21],[18,13],[18,14],[18,16],[18,17],[18,18],[22,16],[22,19],[22,21],[22,22],[29,13],[29,14],[29,16],[29,17],[31,14],[31,16],[31,17],[31,19],[31,21],[32,13],[32,14],[32,16],[32,17],[32,18],[36,16],[36,19],[36,21],[36,22]]","[[1,1,1,1,0,0,0,0],[0,1,1,1,0,1,1,0],[1,1,1,1,1,0,0,0],[0,0,1,0,0,1,1,1],[1,1,1,1,0,0,0,0],[0,1,1,1,0,1,1,0],[1,1,1,1,1,0,0,0],[0,0,1,0,0,1,1,1]]",3d7607ad2784bdedeeb4ffece55327822ef2843b0460ce35a3554b6fdf79075b,"{""p_injection"":4,""q_injection"":4}","{""p_injection"":0.5,""q_injection"":0.5}","{""voltage"":8}","{""voltage"":1.0}","[4,5,5,4,4,5,5,4]","[4,6,8,6,2,4,4,2]","{""4"":4,""5"":4}","{""2"":2,""4"":3,""6"":2,""8"":1}",36,8,320.4882741154216,2095.6785645452287,2719.5368337352743,1315.3495322180029,"[2095.6785645452287,1299.9021176532372,1002.4845078254936,543.3486034627687,86.96356634919901,64.60125022065576,47.79951042235335,6.5390179104976704]",False,voltage_dominant,0,matrix_structure_and_metadata_only
ieee14_voltage_dominant_v01,ieee14,"[19,22,23,31,33,36,37,38]","[7,15,18,19,21,22,23,25]","[19,22,23,31,33,36,37,38]","[7,15,18,19,21,22,23,25]","[[19,18],[19,23],[19,25],[22,7],[22,19],[22,21],[22,22],[23,7],[23,21],[23,22],[23,23],[31,7],[31,15],[31,19],[31,21],[33,18],[33,23],[33,25],[36,7],[36,19],[36,21],[36,22],[37,7],[37,21],[37,22],[37,23],[38,18],[38,22],[38,23]]","[[0,0,1,0,0,0,1,1],[1,0,0,1,1,1,0,0],[1,0,0,0,1,1,1,0],[1,1,0,1,1,0,0,0],[0,0,1,0,0,0,1,1],[1,0,0,1,1,1,0,0],[1,0,0,0,1,1,1,0],[0,0,1,0,0,1,1,0]]",439952c1cd9681d9779f9d0c1f15a03cba6e5569e3e2d942d637a0b2a2999019,"{""p_injection"":3,""q_injection"":5}","{""p_injection"":0.375,""q_injection"":0.625}","{""angle"":1,""voltage"":7}","{""angle"":0.125,""voltage"":0.875}","[3,4,4,4,3,4,4,3]","[5,1,3,3,5,5,5,2]","{""3"":3,""4"":5}","{""1"":1,""2"":1,""3"":2,""5"":4}",29,8,211.965585778855,1170.23922326246,1797.8202571703084,899.5929239869998,"[1170.23922326246,1014.8545081320643,750.9534676967188,425.56773303190147,252.30743501457073,154.27353026326986,15.469794837283096,5.520892549431952]",False,voltage_dominant,1,matrix_structure_and_metadata_only
ieee14_voltage_dominant_v02,ieee14,"[19,24,25,26,33,38,39,40]","[4,11,18,22,23,24,25,26]","[19,24,25,26,33,38,39,40]","[4,11,18,22,23,24,25,26]","[[19,4],[19,11],[19,18],[19,23],[19,24],[19,25],[24,4],[24,18],[24,22],[24,23],[25,4],[25,11],[25,18],[25,24],[25,25],[26,4],[26,11],[26,18],[26,24],[26,25],[26,26],[33,4],[33,11],[33,18],[33,23],[33,24],[33,25],[38,4],[38,18],[38,22],[38,23],[39,4],[39,11],[39,18],[39,24],[39,25],[40,4],[40,11],[40,18],[40,24],[40,25],[40,26]]","[[1,1,1,0,1,1,1,0],[1,0,1,1,1,0,0,0],[1,1,1,0,0,1,1,0],[1,1,1,0,0,1,1,1],[1,1,1,0,1,1,1,0],[1,0,1,1,1,0,0,0],[1,1,1,0,0,1,1,0],[1,1,1,0,0,1,1,1]]",64b0dddc4e7d7359b07efd69e2c7e554cee189a85feeafd0ac95f3573a04e237,"{""p_injection"":4,""q_injection"":4}","{""p_injection"":0.5,""q_injection"":0.5}","{""angle"":2,""voltage"":6}","{""angle"":0.25,""voltage"":0.75}","[6,4,5,6,6,4,5,6]","[8,6,8,2,4,6,6,2]","{""4"":2,""5"":2,""6"":4}","{""2"":2,""4"":1,""6"":3,""8"":2}",42,8,1617.8840501381653,874.6414649603819,1389.841955827764,657.5689046379408,"[874.6414649603819,852.2926381110964,447.53233536394066,359.389457462473,318.1534534043444,97.57321525477782,8.474145131550905,0.5406082499457786]",False,voltage_dominant,2,matrix_structure_and_metadata_only
ieee14_voltage_dominant_v03,ieee14,"[15,17,18,29,30,31,32,33]","[2,3,14,15,16,17,23,24]","[15,17,18,29,30,31,32,33]","[2,3,14,15,16,17,23,24]","[[15,2],[15,3],[15,14],[15,15],[15,16],[15,17],[17,2],[17,3],[17,14],[17,15],[17,16],[17,17],[18,2],[18,3],[18,14],[18,16],[18,17],[29,2],[29,3],[29,14],[29,15],[29,16],[29,17],[30,2],[30,14],[30,15],[30,16],[31,2],[31,3],[31,14],[31,15],[31,16],[31,17],[32,2],[32,3],[32,14],[32,16],[32,17],[33,3],[33,17],[33,23],[33,24]]","[[1,1,1,1,1,1,0,0],[1,1,1,1,1,1,0,0],[1,1,1,0,1,1,0,0],[1,1,1,1,1,1,0,0],[1,0,1,1,1,0,0,0],[1,1,1,1,1,1,0,0],[1,1,1,0,1,1,0,0],[0,1,0,0,0,1,1,1]]",84bc87b14a79803b49182cd895d307c726617ebedf536b70e7d44c7f9ad435de,"{""p_injection"":3,""q_injection"":5}","{""p_injection"":0.375,""q_injection"":0.625}","{""angle"":2,""voltage"":6}","{""angle"":0.25,""voltage"":0.75}","[6,6,5,6,4,6,5,4]","[7,7,7,5,7,7,1,1]","{""4"":2,""5"":2,""6"":4}","{""1"":2,""5"":1,""7"":5}",42,7,1.2575689035855063e+18,2140.9850862367125,3347.366166115065,1335.8517116760058,"[2140.9850862367125,2090.894981096091,1217.2857939040625,625.5812051852115,550.0462060871005,214.73726637857715,165.534944548995,1.7024793473601822e-15]",False,voltage_dominant,3,matrix_structure_and_metadata_only
ieee14_voltage_measurement_heavy_v00,ieee14,"[0,1,2,3,42,48,62,68]","[0,2,3,13,14,15,16,17]","[0,1,2,3,42,48,62,68]","[0,2,3,13,14,15,16,17]","[[0,13],[1,14],[2,15],[3,16],[42,0],[42,13],[42,14],[48,2],[48,3],[48,16],[48,17],[62,0],[62,13],[62,14],[68,2],[68,3],[68,16],[68,17]]","[[0,0,0,1,0,0,0,0],[0,0,0,0,1,0,0,0],[0,0,0,0,0,1,0,0],[0,0,0,0,0,0,1,0],[1,0,0,1,1,0,0,0],[0,1,1,0,0,0,1,1],[1,0,0,1,1,0,0,0],[0,1,1,0,0,0,1,1]]",ab276680cac5e7ae57ac57240696aee315cc7251eebed1cf006428f4fbad555d,"{""p_branch_flow"":2,""q_branch_flow"":2,""voltage_magnitude"":4}","{""p_branch_flow"":0.25,""q_branch_flow"":0.25,""voltage_magnitude"":0.5}","{""angle"":3,""voltage"":5}","{""angle"":0.375,""voltage"":0.625}","[1,1,1,1,3,4,3,4]","[2,2,2,3,3,1,3,2]","{""1"":4,""3"":2,""4"":2}","{""1"":1,""2"":4,""3"":3}",18,7,1.5284269534494954e+17,1690.1056137558187,2789.289360316561,1118.5366821046048,"[1690.1056137558187,1613.4484750863812,1228.9920797865955,886.0715392147985,99.99999999999997,99.39843258137525,70.97756676141275,1.1057810842326695e-14]",False,voltage_measurement_heavy,0,matrix_structure_and_metadata_only
ieee14_voltage_measurement_heavy_v01,ieee14,"[3,4,5,6,54,56,76,77]","[5,7,16,17,18,19,21,22]","[3,4,5,6,54,56,76,77]","[5,7,16,17,18,19,21,22]","[[3,16],[4,17],[5,18],[6,19],[54,18],[56,5],[56,7],[56,19],[56,21],[76,5],[76,7],[76,19],[76,21],[77,7],[77,21],[77,22]]","[[0,0,1,0,0,0,0,0],[0,0,0,1,0,0,0,0],[0,0,0,0,1,0,0,0],[0,0,0,0,0,1,0,0],[0,0,0,0,1,0,0,0],[1,1,0,0,0,1,1,0],[1,1,0,0,0,1,1,0],[0,1,0,0,0,0,1,1]]",5b4c367df02c6f5dcd332e7084adb8919adc6204a14617a67b6dc517d544a67c,"{""p_branch_flow"":2,""q_branch_flow"":2,""voltage_magnitude"":4}","{""p_branch_flow"":0.25,""q_branch_flow"":0.25,""voltage_magnitude"":0.5}","{""angle"":2,""voltage"":6}","{""angle"":0.25,""voltage"":0.75}","[1,1,1,1,1,4,4,3]","[2,3,1,1,2,3,3,1]","{""1"":5,""3"":1,""4"":2}","{""1"":3,""2"":2,""3"":3}",16,7,3.346390332573376e+16,924.716851498331,1306.015427728866,546.7545414713212,"[924.716851498331,724.901191176107,509.25185212336834,205.95789807364747,99.99999999999999,99.99999999999997,57.76850683798725,2.7633263295594787e-14]",False,voltage_measurement_heavy,1,matrix_structure_and_metadata_only
ieee14_voltage_measurement_heavy_v02,ieee14,"[6,7,8,9,45,46,55,75]","[0,5,6,14,19,20,21,22]","[6,7,8,9,45,46,55,75]","[0,5,6,14,19,20,21,22]","[[6,19],[7,20],[8,21],[9,22],[45,0],[45,14],[46,0],[46,14],[55,5],[55,6],[55,19],[55,20],[75,5],[75,6],[75,19],[75,20]]","[[0,0,0,0,1,0,0,0],[0,0,0,0,0,1,0,0],[0,0,0,0,0,0,1,0],[0,0,0,0,0,0,0,1],[1,0,0,1,0,0,0,0],[1,0,0,1,0,0,0,0],[0,1,1,0,1,1,0,0],[0,1,1,0,1,1,0,0]]",a49263ae2d9d2e36228caab7830b8b15db42e55eb1c78af67f669961db0df04b,"{""p_branch_flow"":3,""q_branch_flow"":1,""voltage_magnitude"":4}","{""p_branch_flow"":0.375,""q_branch_flow"":0.125,""voltage_magnitude"":0.5}","{""angle"":3,""voltage"":5}","{""angle"":0.375,""voltage"":0.625}","[1,1,1,1,2,2,4,4]","[2,2,2,2,3,3,1,1]","{""1"":4,""2"":2,""4"":2}","{""1"":2,""2"":4,""3"":2}",16,7,5.0736549831520486e+17,466.5147911287687,786.244858621373,329.8756070131543,"[466.5147911287687,432.0562832398992,428.7504218547226,100.00000000000001,100.0,99.99999405263819,6.735905909224589,9.194846568753926e-16]",False,voltage_measurement_heavy,2,matrix_structure_and_metadata_only
ieee14_voltage_measurement_heavy_v03,ieee14,"[9,10,11,12,47,49,65,67]","[1,2,15,16,22,23,24,25]","[9,10,11,12,47,49,65,67]","[1,2,15,16,22,23,24,25]","[[9,22],[10,23],[11,24],[12,25],[47,1],[47,2],[47,15],[47,16],[49,2],[49,16],[65,2],[65,16],[67,1],[67,2],[67,15],[67,16]]","[[0,0,0,0,1,0,0,0],[0,0,0,0,0,1,0,0],[0,0,0,0,0,0,1,0],[0,0,0,0,0,0,0,1],[1,1,1,1,0,0,0,0],[0,1,0,1,0,0,0,0],[0,1,0,1,0,0,0,0],[1,1,1,1,0,0,0,0]]",4aa093b8d750f4e6476416ac96dfbbfafa8a6f6db52b7d0db345d1b1f70c5b08,"{""p_branch_flow"":2,""q_branch_flow"":2,""voltage_magnitude"":4}","{""p_branch_flow"":0.25,""q_branch_flow"":0.25,""voltage_magnitude"":0.5}","{""angle"":2,""voltage"":6}","{""angle"":0.25,""voltage"":0.75}","[1,1,1,1,4,2,2,4]","[2,4,2,4,1,1,1,1]","{""1"":4,""2"":2,""4"":2}","{""1"":4,""2"":2,""4"":2}",16,8,4.583663859958465,458.3663859958464,699.8388285288569,273.4838205896278,"[458.3663859958464,428.2822742667482,181.78159967346804,152.32985811982664,100.00000000000004,100.00000000000004,100.00000000000001,99.99999999999997]",False,voltage_measurement_heavy,3,matrix_structure_and_metadata_only
ieee30_angle_dominant_v00,ieee30,"[33,35,39,50,51,63,65,69]","[0,1,2,4,6,8,19,20]","[33,35,39,50,51,63,65,69]","[0,1,2,4,6,8,19,20]","[[33,0],[33,1],[33,2],[33,4],[35,0],[35,2],[35,4],[35,6],[35,8],[39,4],[39,8],[39,19],[39,20],[50,8],[50,19],[50,20],[51,8],[51,19],[51,20],[63,0],[63,1],[63,2],[63,4],[65,0],[65,2],[65,4],[65,6],[65,8],[69,4],[69,8],[69,19],[69,20]]","[[1,1,1,1,0,0,0,0],[1,0,1,1,1,1,0,0],[0,0,0,1,0,1,1,1],[0,0,0,0,0,1,1,1],[0,0,0,0,0,1,1,1],[1,1,1,1,0,0,0,0],[1,0,1,1,1,1,0,0],[0,0,0,1,0,1,1,1]]",113e821de7c90d7071d948482f1d04328042aa752aee98380a528456aa2af7f6,"{""p_injection"":5,""q_injection"":3}","{""p_injection"":0.625,""q_injection"":0.375}","{""angle"":8}","{""angle"":1.0}","[4,5,4,3,3,4,5,4]","[4,2,4,6,2,6,4,4]","{""3"":2,""4"":4,""5"":2}","{""2"":2,""4"":4,""6"":2}",32,8,1767.5973906637655,3469.356644353902,5179.948382360486,2821.411469182049,"[3469.356644353902,3025.597365610163,1709.735597638747,1633.6570273172106,220.32692497818763,21.130743366513755,12.840875723021353,1.962752752792362]",False,angle_dominant,0,matrix_structure_and_metadata_only
ieee30_angle_dominant_v01,ieee30,"[31,32,33,35,37,63,65,93]","[0,1,2,6,8,10,26,32]","[31,32,33,35,37,63,65,93]","[0,1,2,6,8,10,26,32]","[[31,0],[31,2],[31,32],[32,1],[32,2],[32,32],[33,0],[33,1],[33,2],[33,10],[33,32],[35,0],[35,2],[35,6],[35,8],[35,26],[35,32],[37,6],[37,26],[63,0],[63,1],[63,2],[63,10],[63,32],[65,0],[65,2],[65,6],[65,8],[65,26],[65,32],[93,1],[93,2],[93,32]]","[[1,0,1,0,0,0,0,1],[0,1,1,0,0,0,0,1],[1,1,1,0,0,1,0,1],[1,0,1,1,1,0,1,1],[0,0,0,1,0,0,1,0],[1,1,1,0,0,1,0,1],[1,0,1,1,1,0,1,1],[0,1,1,0,0,0,0,1]]",0c29f5ca748cda11490a74bdd5b619ef62dd9f80472e4f3c8d75eab3dd421d65,"{""p_branch_flow"":1,""p_injection"":5,""q_injection"":2}","{""p_branch_flow"":0.125,""p_injection"":0.625,""q_injection"":0.25}","{""angle"":7,""voltage"":1}","{""angle"":0.875,""voltage"":0.125}","[3,3,5,6,2,5,6,3]","[5,4,7,3,2,2,3,7]","{""2"":1,""3"":3,""5"":2,""6"":2}","{""2"":2,""3"":2,""4"":1,""5"":1,""7"":2}",33,8,316.7097669457069,2995.2247173350765,4108.327360687895,1896.9953261008043,"[2995.2247173350765,2118.735333866413,1308.8879094097313,1021.7564244153812,714.6123380023155,386.45247641902597,25.76196869525879,9.457317171555822]",False,angle_dominant,1,matrix_structure_and_metadata_only
ieee30_angle_dominant_v02,ieee30,"[35,37,39,48,49,57,65,113]","[0,4,5,6,15,17,18,26]","[35,37,39,48,49,57,65,113]","[0,4,5,6,15,17,18,26]","[[35,0],[35,4],[35,5],[35,6],[35,26],[37,4],[37,6],[37,26],[39,4],[39,15],[39,18],[48,17],[48,18],[49,17],[49,18],[57,4],[57,6],[57,26],[65,0],[65,4],[65,5],[65,6],[65,26],[113,17],[113,18]]","[[1,1,1,1,0,0,0,1],[0,1,0,1,0,0,0,1],[0,1,0,0,1,0,1,0],[0,0,0,0,0,1,1,0],[0,0,0,0,0,1,1,0],[0,1,0,1,0,0,0,1],[1,1,1,1,0,0,0,1],[0,0,0,0,0,1,1,0]]",f238a413c9d9be110c55a3582eb12747604775ba745771def6f47999c4942da4,"{""p_branch_flow"":1,""p_injection"":6,""q_injection"":1}","{""p_branch_flow"":0.125,""p_injection"":0.75,""q_injection"":0.125}","{""angle"":8}","{""angle"":1.0}","[5,3,3,2,2,3,5,2]","[2,5,2,4,1,3,4,4]","{""2"":3,""3"":3,""5"":2}","{""1"":1,""2"":2,""3"":1,""4"":3,""5"":1}",25,7,2.6028675991713976e+18,3295.1576416900234,3714.6975166515695,2821.411469182049,"[3295.1576416900234,1298.8922111854122,968.9148650804306,386.8124664763763,369.7345868215929,164.76285972017894,39.01814603977329,1.265972054336921e-15]",False,angle_dominant,2,matrix_structure_and_metadata_only
ieee30_angle_dominant_v03,ieee30,"[36,39,41,44,48,49,69,113]","[3,5,7,10,13,15,17,18]","[36,39,41,44,48,49,69,113]","[3,5,7,10,13,15,17,18]","[[36,3],[36,5],[39,7],[39,15],[39,18],[41,10],[41,13],[44,10],[44,13],[48,17],[48,18],[49,17],[49,18],[69,7],[69,15],[69,18],[113,17],[113,18]]","[[1,1,0,0,0,0,0,0],[0,0,1,0,0,1,0,1],[0,0,0,1,1,0,0,0],[0,0,0,1,1,0,0,0],[0,0,0,0,0,0,1,1],[0,0,0,0,0,0,1,1],[0,0,1,0,0,1,0,1],[0,0,0,0,0,0,1,1]]",c6405fcd1506e00778bb26a0c4b057700f8b3fb194ab0619e3c82ca73c575466,"{""p_branch_flow"":1,""p_injection"":6,""q_injection"":1}","{""p_branch_flow"":0.125,""p_injection"":0.75,""q_injection"":0.125}","{""angle"":8}","{""angle"":1.0}","[2,3,2,2,2,2,3,2]","[1,1,2,2,2,2,3,5]","{""2"":6,""3"":2}","{""1"":2,""2"":4,""3"":1,""5"":1}",18,7,inf,1299.8802965998254,1843.6740652850303,809.7868809475513,"[1299.8802965998254,911.5964301918754,644.0389994282664,499.9129335046718,421.6577670487115,169.01948617164737,85.87891993713663,0.0]",False,angle_dominant,3,matrix_structure_and_metadata_only
ieee30_branch_flow_heavy_v00,ieee30,"[93,96,99,118,134,137,140,159]","[2,4,19,20,32,34,49,50]","[93,96,99,118,134,137,140,159]","[2,4,19,20,32,34,49,50]","[[93,2],[93,32],[96,2],[96,4],[96,32],[96,34],[99,4],[99,34],[118,19],[118,20],[118,49],[118,50],[134,2],[134,32],[137,2],[137,4],[137,32],[137,34],[140,4],[140,34],[159,19],[159,20],[159,49],[159,50]]","[[1,0,0,0,1,0,0,0],[1,1,0,0,1,1,0,0],[0,1,0,0,0,1,0,0],[0,0,1,1,0,0,1,1],[1,0,0,0,1,0,0,0],[1,1,0,0,1,1,0,0],[0,1,0,0,0,1,0,0],[0,0,1,1,0,0,1,1]]",2c4418a17b9164d920a77f1bdfa0623578915137ec122bcb8639fb48be2a8760,"{""p_branch_flow"":4,""q_branch_flow"":4}","{""p_branch_flow"":0.5,""q_branch_flow"":0.5}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[2,4,2,4,2,4,2,4]","[4,4,2,2,4,4,2,2]","{""2"":4,""4"":4}","{""2"":4,""4"":4}",24,6,2.3220757122928768e+17,3170.9887068345997,5631.519256267893,2014.1620927069582,"[3170.9887068345997,3138.011061870693,2113.082694170428,2101.5190882017696,1213.350858404024,1207.4788090695188,1.757401443680284e-13,1.3655836844800743e-14]",False,branch_flow_heavy,0,matrix_structure_and_metadata_only
ieee30_branch_flow_heavy_v01,ieee30,"[35,65,90,116,130,131,157,171]","[0,4,26,29,30,34,38,56]","[35,65,90,116,130,131,157,171]","[0,4,26,29,30,34,38,56]","[[35,0],[35,4],[35,26],[35,30],[35,34],[35,38],[35,56],[65,0],[65,4],[65,26],[65,30],[65,34],[65,38],[65,56],[90,0],[90,29],[90,30],[116,38],[130,4],[130,26],[130,34],[130,56],[131,0],[131,29],[131,30],[157,38],[171,4],[171,26],[171,34],[171,56]]","[[1,1,1,0,1,1,1,1],[1,1,1,0,1,1,1,1],[1,0,0,1,1,0,0,0],[0,0,0,0,0,0,1,0],[0,1,1,0,0,1,0,1],[1,0,0,1,1,0,0,0],[0,0,0,0,0,0,1,0],[0,1,1,0,0,1,0,1]]",28abbd108d790ba9557141f6af95588853666baf650e97c1b55fc86f66adc11d,"{""p_branch_flow"":3,""p_injection"":1,""q_branch_flow"":3,""q_injection"":1}","{""p_branch_flow"":0.375,""p_injection"":0.125,""q_branch_flow"":0.375,""q_injection"":0.125}","{""angle"":3,""voltage"":5}","{""angle"":0.375,""voltage"":0.625}","[7,7,3,1,4,3,1,4]","[4,4,4,2,4,4,4,4]","{""1"":2,""3"":2,""4"":2,""7"":2}","{""2"":1,""4"":7}",30,7,9.694007172021669e+16,3121.0929212999354,4724.613889165469,2821.411469182049,"[3121.0929212999354,3085.3190540476476,1121.4092860753576,795.5606799149272,663.6293605471153,605.6918920571933,603.1745472336273,3.2196106995957963e-14]",False,branch_flow_heavy,1,matrix_structure_and_metadata_only
