candidate_id,ieee_case,policy,variant,candidate_linearization_seed,outcome_independent,selector_outcomes_used_for_inclusion,status,failure_reason,selected_rows,selected_columns,matrix_fingerprint,candidate_nonzeros,measurement_type_composition,state_type_composition,primary_structural_feasibility,secondary_structural_feasibility,candidate_file
ieee30_topology_local_v00,ieee30,topology_local,0,30201,True,False,included,,"[33,35,63,65,96,99,137,140]","[2,4,6,8,32,34,36,38]",0856b6f23a08a01da37b6e1bac2113d521be09cd1e6c340a5865c038187355bf,40.0,"{""p_branch_flow"":2,""p_injection"":2,""q_branch_flow"":2,""q_injection"":2}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee30/ieee30_topology_local_v00.json
ieee30_topology_local_v01,ieee30,topology_local,1,30201,True,False,included,,"[33,41,43,44,63,71,73,74]","[2,10,12,13,32,40,42,43]",06dae497170f2b5cfd2a158d1106049634ab123b97d08c2e5608302aa1083700,48.0,"{""p_injection"":4,""q_injection"":4}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee30/ieee30_topology_local_v01.json
ieee30_topology_local_v02,ieee30,topology_local,2,30201,True,False,included,,"[39,41,45,46,69,71,75,76]","[8,10,14,15,38,40,44,45]",81e94d223675b684b2fde118abb271049d1d82755f55cb36d59a38f549261b73,40.0,"{""p_injection"":4,""q_injection"":4}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee30/ieee30_topology_local_v02.json
ieee30_topology_local_v03,ieee30,topology_local,3,30201,True,False,included,,"[53,54,56,83,84,86,124,165]","[22,23,24,25,52,53,54,55]",b6557ba66f9120517721d0d3e46432afcf42a84462845eba9f3c09dc4292b2fd,40.0,"{""p_branch_flow"":1,""p_injection"":3,""q_branch_flow"":1,""q_injection"":3}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee30/ieee30_topology_local_v03.json
ieee30_voltage_dominant_v00,ieee30,voltage_dominant,0,30201,True,False,included,,"[33,35,39,63,65,69,80,81]","[30,31,32,34,36,38,49,50]",b2c3344916de6ef459e573d44b58c620eb3167f5aca3c7220d8098d8fd0f6637,32.0,"{""p_injection"":3,""q_injection"":5}","{""voltage"":8}",completed,completed,candidates/ieee30/ieee30_voltage_dominant_v00.json
ieee30_voltage_dominant_v01,ieee30,voltage_dominant,1,30201,True,False,included,,"[31,33,35,60,61,62,63,65]","[29,30,31,32,36,38,40,56]",b671b8863e0142383abe0068684534071bf2fe93ef85a8e0ef1bda9fe54cc005,30.0,"{""p_injection"":3,""q_injection"":5}","{""voltage"":8}",completed,completed,candidates/ieee30/ieee30_voltage_dominant_v01.json
ieee30_voltage_dominant_v02,ieee30,voltage_dominant,2,30201,True,False,included,,"[30,33,35,60,61,63,65,131]","[0,4,29,30,31,35,40,56]",882bb3ed98c1842ed54c05dec5191af2f1946c48d499288b9d75706deb92143b,35.0,"{""p_injection"":3,""q_branch_flow"":1,""q_injection"":4}","{""angle"":2,""voltage"":6}",completed,completed,candidates/ieee30/ieee30_voltage_dominant_v02.json
ieee30_voltage_dominant_v03,ieee30,voltage_dominant,3,30201,True,False,included,,"[39,69,71,74,78,79,148,154]","[18,37,38,40,43,45,47,48]",1049a4ff6e9ed6ccb80c3c2c8f783d0823957a14ba3fcec54ef1ae8f638a449b,26.0,"{""p_injection"":1,""q_branch_flow"":2,""q_injection"":5}","{""angle"":1,""voltage"":7}",completed,completed,candidates/ieee30/ieee30_voltage_dominant_v03.json
ieee30_voltage_measurement_heavy_v00,ieee30,voltage_measurement_heavy,0,30201,True,False,included,,"[0,1,2,3,93,118,137,159]","[19,20,29,30,31,32,49,50]",a33bdb5e302109d6b42f271109bbdacfa1a7d05986916921f982bd5ffc3e6fe9,15.0,"{""p_branch_flow"":2,""q_branch_flow"":2,""voltage_magnitude"":4}","{""angle"":2,""voltage"":6}",completed,completed,candidates/ieee30/ieee30_voltage_measurement_heavy_v00.json
ieee30_voltage_measurement_heavy_v01,ieee30,voltage_measurement_heavy,1,30201,True,False,included,,"[3,4,5,6,99,130,134,140]","[4,6,31,32,33,34,35,36]",5e2a1277b9a512aa38a74ecfb889ca419b5d1b04fe93f7e7880671c8b77b8f7e,16.0,"{""p_branch_flow"":2,""q_branch_flow"":2,""voltage_magnitude"":4}","{""angle"":2,""voltage"":6}",completed,completed,candidates/ieee30/ieee30_voltage_measurement_heavy_v01.json
ieee30_voltage_measurement_heavy_v02,ieee30,voltage_measurement_heavy,2,30201,True,False,included,,"[6,7,8,9,69,116,131,157]","[8,19,29,35,36,37,38,49]",1e63f40a24be62c5c94d0c0a803959ca4ad7c5f4671ead55f7aea3a3da11f199,18.0,"{""p_branch_flow"":1,""q_branch_flow"":2,""q_injection"":1,""voltage_magnitude"":4}","{""angle"":2,""voltage"":6}",completed,completed,candidates/ieee30/ieee30_voltage_measurement_heavy_v02.json
ieee30_voltage_measurement_heavy_v03,ieee30,voltage_measurement_heavy,3,30201,True,False,included,,"[9,10,11,12,69,90,115,156]","[0,8,15,38,39,40,41,45]",d00a776822c6b21c9aeb0c4db929405d22751dac3e0163c4d891d03c57ad78db,17.0,"{""p_branch_flow"":2,""q_branch_flow"":1,""q_injection"":1,""voltage_magnitude"":4}","{""angle"":3,""voltage"":5}",completed,completed,candidates/ieee30/ieee30_voltage_measurement_heavy_v03.json
ieee57_angle_dominant_v00,ieee57,angle_dominant,0,57201,True,False,included,,"[78,94,104,105,135,151,161,162]","[11,20,21,36,45,46,93,103]",0fac72dbb3f11fceef8b78f43d43c837d473a110c70d4103f2c0251bf4f71d9b,38.0,"{""p_injection"":4,""q_injection"":4}","{""angle"":6,""voltage"":2}",completed,completed,candidates/ieee57/ieee57_angle_dominant_v00.json
ieee57_angle_dominant_v01,ieee57,angle_dominant,1,57201,True,False,included,,"[59,69,70,71,116,126,127,128]","[0,1,11,12,13,68,69,70]",5201813848254bac01cb05edf4e8646dda06ec1aa07511e97403a7f5c8862f1c,46.0,"{""p_injection"":4,""q_injection"":4}","{""angle"":5,""voltage"":3}",completed,completed,candidates/ieee57/ieee57_angle_dominant_v01.json
ieee57_angle_dominant_v02,ieee57,angle_dominant,2,57201,True,False,included,,"[58,59,60,92,93,116,173,219]","[0,1,2,34,35,58,59,91]",7c6d3abd3e04dbf747d9b5eafbe66dcb486a3feff3994f8328344d18637e100f,30.0,"{""p_branch_flow"":2,""p_injection"":5,""q_injection"":1}","{""angle"":5,""voltage"":3}",completed,completed,candidates/ieee57/ieee57_angle_dominant_v02.json
ieee57_angle_dominant_v03,ieee57,angle_dominant,3,57201,True,False,included,,"[62,64,65,69,119,121,122,126]","[2,5,6,7,10,12,63,64]",c646ba5618577ee66c677191a3b1126c9ec8542f9f159204dcaf8b7304ce6ed7,36.0,"{""p_injection"":4,""q_injection"":4}","{""angle"":6,""voltage"":2}",completed,completed,candidates/ieee57/ieee57_angle_dominant_v03.json
ieee57_branch_flow_heavy_v00,ieee57,branch_flow_heavy,0,57201,True,False,included,,"[171,203,223,231,251,283,303,311]","[0,20,21,46,56,57,77,78]",24f1fce079f96dd5ceff40a3b684a1885c36fc0e1c7f5d4e0ffcb6f414365c95,20.0,"{""p_branch_flow"":4,""q_branch_flow"":4}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee57/ieee57_branch_flow_heavy_v00.json
ieee57_branch_flow_heavy_v01,ieee57,branch_flow_heavy,1,57201,True,False,included,,"[173,183,219,221,253,263,299,301]","[1,2,35,58,59,68,92,94]",72647f8332d0212de8bb1af4c1ee6f90038cd9d4be14a53d8c74edb022b7b4d5,20.0,"{""p_branch_flow"":4,""q_branch_flow"":4}","{""angle"":3,""voltage"":5}",completed,completed,candidates/ieee57/ieee57_branch_flow_heavy_v01.json
ieee57_branch_flow_heavy_v02,ieee57,branch_flow_heavy,2,57201,True,False,included,,"[64,65,121,122,178,207,258,287]","[6,7,22,24,63,64,79,81]",aea62e03e9bd29d7b07550eae1518dde808181c1786569e31d5538ceda6fa4bd,32.0,"{""p_branch_flow"":2,""p_injection"":2,""q_branch_flow"":2,""q_injection"":2}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee57/ieee57_branch_flow_heavy_v02.json
ieee57_branch_flow_heavy_v03,ieee57,branch_flow_heavy,3,57201,True,False,included,,"[88,145,195,215,222,275,295,302]","[30,31,34,67,87,88,91,95]",a332973f92610b3ccbed6bafba54fa65aec1f91cf4536aaeaa59422a7f9830fa,24.0,"{""p_branch_flow"":3,""p_injection"":1,""q_branch_flow"":3,""q_injection"":1}","{""angle"":3,""voltage"":5}",completed,completed,candidates/ieee57/ieee57_branch_flow_heavy_v03.json
ieee57_injection_heavy_v00,ieee57,injection_heavy,0,57201,True,False,included,,"[69,78,79,94,126,135,136,151]","[20,21,36,47,77,78,93,104]",f2eb27e4aa2d0de7eac5578495d499cec24f237bef0696b50c0a0294fec73a63,36.0,"{""p_injection"":4,""q_injection"":4}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee57/ieee57_injection_heavy_v00.json
ieee57_injection_heavy_v01,ieee57,injection_heavy,1,57201,True,False,included,,"[59,71,103,104,114,116,128,161]","[1,13,45,46,56,58,70,103]",2fedc6bd416e10831f72a0800f42babe38d3f384471d57282d6c6abb89498b3b,30.0,"{""p_injection"":4,""q_injection"":4}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee57/ieee57_injection_heavy_v01.json
ieee57_injection_heavy_v02,ieee57,injection_heavy,2,57201,True,False,included,,"[65,70,92,93,127,149,150,160]","[11,34,35,44,68,91,92,101]",035816a4a5ca31db832d847536e2ca7149f6e4db18146c85000ba6b3b5dd097f,28.0,"{""p_injection"":4,""q_injection"":4}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee57/ieee57_injection_heavy_v02.json
ieee57_injection_heavy_v03,ieee57,injection_heavy,3,57201,True,False,included,,"[58,60,64,68,115,117,122,125]","[1,7,10,11,58,64,67,68]",f635fc02e47eb2f65ee63ab73b8e40caa92b647ec2c2320b504ec7600d453352,28.0,"{""p_injection"":4,""q_injection"":4}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee57/ieee57_injection_heavy_v03.json
ieee57_lexicographic_metadata_v00,ieee57,lexicographic_metadata,0,57201,True,False,included,,"[193,194,195,196,197,224,235,241]","[8,9,10,11,14,15,66,67]",9e0a3d77c25638028c4c9d11d4794ae2dd97da41065f6d1ee9e8b5ce2c8b74a2,20.0,"{""p_branch_flow"":8}","{""angle"":6,""voltage"":2}",completed,completed,candidates/ieee57/ieee57_lexicographic_metadata_v00.json
ieee57_lexicographic_metadata_v01,ieee57,lexicographic_metadata,1,57201,True,False,included,,"[76,77,78,134,135,187,199,200]","[15,16,17,18,74,75,76,77]",5d3375af018d3c1d8f9308457c8ee6cbdad22919237d058017ca8b106cd1d8e9,25.0,"{""p_branch_flow"":3,""p_injection"":3,""q_injection"":2}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee57/ieee57_lexicographic_metadata_v01.json
ieee57_lexicographic_metadata_v02,ieee57,lexicographic_metadata,2,57201,True,False,included,,"[80,203,204,205,206,207,208,212]","[21,22,23,24,25,78,79,80]",d55ce82b7b78b038a8c93cacda9d4d85c49b35392b20a40c580720118ce189e1,28.0,"{""p_branch_flow"":7,""p_injection"":1}","{""angle"":5,""voltage"":3}",completed,completed,candidates/ieee57/ieee57_lexicographic_metadata_v02.json
ieee57_lexicographic_metadata_v03,ieee57,lexicographic_metadata,3,57201,True,False,included,,"[172,213,214,215,216,217,218,219]","[1,28,29,30,31,32,33,34]",c022f523930dcbed9a21237f81436847f38350b7ec68a12e907f967f61a2ca73,14.0,"{""p_branch_flow"":8}","{""angle"":8}",completed,completed,candidates/ieee57/ieee57_lexicographic_metadata_v03.json
ieee57_measurement_balanced_v00,ieee57,measurement_balanced,0,57201,True,False,excluded,previous_block_row_column_identity,"[78,79,94,135,136,151,203,283]","[20,21,36,46,77,78,93,103]",d9fae3270f2cb91e8c7da499009b715b5d9b5e8a8a687cfa8d62887cc255eaa4,40.0,"{""p_branch_flow"":1,""p_injection"":3,""q_branch_flow"":1,""q_injection"":3}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee57/ieee57_measurement_balanced_v00.json
ieee57_measurement_balanced_v01,ieee57,measurement_balanced,1,57201,True,False,included,,"[78,79,94,135,136,151,203,231]","[20,21,36,46,77,78,93,103]",a5d92330927b0e143250e6b52e25fb060dae5ef8d12177710b69ae5ce24ac8ef,38.0,"{""p_branch_flow"":2,""p_injection"":3,""q_injection"":3}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee57/ieee57_measurement_balanced_v01.json
ieee57_measurement_balanced_v02,ieee57,measurement_balanced,2,57201,True,False,included,,"[69,79,126,136,203,223,231,311]","[11,20,21,45,46,68,77,78]",b70fd058b2c64f365de61f0860a088b6cee83312e4cafe11ca5fcb0e58664042,22.0,"{""p_branch_flow"":3,""p_injection"":2,""q_branch_flow"":1,""q_injection"":2}","{""angle"":5,""voltage"":3}",completed,completed,candidates/ieee57/ieee57_measurement_balanced_v02.json
ieee57_measurement_balanced_v03,ieee57,measurement_balanced,3,57201,True,False,included,,"[69,70,71,126,127,128,171,251]","[0,11,12,13,56,68,69,70]",e136aef44305bb183e60793dcd9724277f0a8d92aa1f2044336aa00fb8f36d53,42.0,"{""p_branch_flow"":1,""p_injection"":3,""q_branch_flow"":1,""q_injection"":3}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee57/ieee57_measurement_balanced_v03.json
ieee57_mixed_state_v00,ieee57,mixed_state,0,57201,True,False,excluded,previous_block_row_column_identity;duplicate_candidate_block,"[78,79,94,135,136,151,203,283]","[20,21,36,46,77,78,93,103]",d9fae3270f2cb91e8c7da499009b715b5d9b5e8a8a687cfa8d62887cc255eaa4,40.0,"{""p_branch_flow"":1,""p_injection"":3,""q_branch_flow"":1,""q_injection"":3}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee57/ieee57_mixed_state_v00.json
ieee57_mixed_state_v01,ieee57,mixed_state,1,57201,True,False,included,,"[71,94,104,105,151,161,162,249]","[11,13,36,46,56,68,93,103]",eca92e2ff15a484b10f8298cd6097be786da236cbe73b5c663629e09ae869b05,36.0,"{""p_branch_flow"":1,""p_injection"":4,""q_injection"":3}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee57/ieee57_mixed_state_v01.json
ieee57_mixed_state_v02,ieee57,mixed_state,2,57201,True,False,included,,"[57,69,71,114,128,161,231,311]","[0,11,13,45,56,70,102,103]",b8173b49237e2a75fcdc8cba930f1465ff5d509ba7fc9696761e5a7e51ce31e0,28.0,"{""p_branch_flow"":1,""p_injection"":3,""q_branch_flow"":1,""q_injection"":3}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee57/ieee57_mixed_state_v02.json
ieee57_mixed_state_v03,ieee57,mixed_state,3,57201,True,False,included,,"[58,59,71,115,116,128,172,252]","[0,1,12,13,56,57,58,70]",f2b9aefd845becbe0499c5e912b6b470b2a3186eb5e32ac1c74a834f55ce89d2,42.0,"{""p_branch_flow"":1,""p_injection"":3,""q_branch_flow"":1,""q_injection"":3}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee57/ieee57_mixed_state_v03.json
ieee57_seeded_random_v00,ieee57,seeded_random,0,57201,True,False,excluded,candidate_generation_failure:CandidateGenerationError:seeded-random active-block retry limit exceeded,,,,,,,,,
ieee57_seeded_random_v01,ieee57,seeded_random,1,57201,True,False,excluded,candidate_generation_failure:CandidateGenerationError:seeded-random active-block retry limit exceeded,,,,,,,,,
ieee57_seeded_random_v02,ieee57,seeded_random,2,57201,True,False,excluded,candidate_generation_failure:CandidateGenerationError:seeded-random active-block retry limit exceeded,,,,,,,,,
ieee57_seeded_random_v03,ieee57,seeded_random,3,57201,True,False,excluded,candidate_generation_failure:CandidateGenerationError:seeded-random active-block retry limit exceeded,,,,,,,,,
ieee57_topology_local_v00,ieee57,topology_local,0,57201,True,False,included,,"[78,79,94,135,136,151,203,283]","[19,20,21,36,76,77,78,93]",fef08ece3c8c3569923af9defe9f6d14e9ad9791741ac6a6864fd8f326c50bba,40.0,"{""p_branch_flow"":1,""p_injection"":3,""q_branch_flow"":1,""q_injection"":3}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee57/ieee57_topology_local_v00.json
ieee57_topology_local_v01,ieee57,topology_local,1,57201,True,False,included,,"[102,103,104,159,160,161,231,311]","[12,44,45,46,69,101,102,103]",c9221fe6d0fe286b0714e6f99895e0723c0fffc08dcfacee2802c6aac97c31df,40.0,"{""p_branch_flow"":1,""p_injection"":3,""q_branch_flow"":1,""q_injection"":3}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee57/ieee57_topology_local_v01.json
ieee57_topology_local_v02,ieee57,topology_local,2,57201,True,False,included,,"[57,68,72,73,114,125,129,130]","[0,10,14,15,56,67,71,72]",3312cd211756804ac4e65126e3ff802f39c1842623b86e80c187baa3801ba9b1,44.0,"{""p_injection"":4,""q_injection"":4}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee57/ieee57_topology_local_v02.json
ieee57_topology_local_v03,ieee57,topology_local,3,57201,True,False,included,,"[87,88,89,144,145,146,215,295]","[28,29,30,31,85,86,87,88]",26ba730d8080f0a8b68f5cb308a3e40de31374f7bcfc1e05166235e52ede7209,40.0,"{""p_branch_flow"":1,""p_injection"":3,""q_branch_flow"":1,""q_injection"":3}","{""angle"":4,""voltage"":4}",completed,completed,candidates/ieee57/ieee57_topology_local_v03.json
ieee57_voltage_dominant_v00,ieee57,voltage_dominant,0,57201,True,False,included,,"[71,78,94,104,128,135,151,161]","[56,68,70,77,78,93,102,103]",ac8544c7da5a6b6f8574c954239df6d3526047c2f9f37f3644a2accb7a8f4e7b,24.0,"{""p_injection"":4,""q_injection"":4}","{""voltage"":8}",completed,completed,candidates/ieee57/ieee57_voltage_dominant_v00.json
ieee57_voltage_dominant_v01,ieee57,voltage_dominant,1,57201,True,False,included,,"[57,71,114,115,116,126,127,128]","[0,13,56,57,58,68,69,70]",e030aff26a3f25affdec0320fccd172593cb7ea645c0b9c23dedfdb31109a3f0,39.0,"{""p_injection"":2,""q_injection"":6}","{""angle"":2,""voltage"":6}",completed,completed,candidates/ieee57/ieee57_voltage_dominant_v01.json
ieee57_voltage_dominant_v02,ieee57,voltage_dominant,2,57201,True,False,included,,"[59,69,71,116,126,127,128,150]","[13,57,58,64,69,70,91,92]",732d6568f7401811332be745039a37c9383e9b4f796029d3c34fd3ca49e70f1d,29.0,"{""p_injection"":3,""q_injection"":5}","{""angle"":1,""voltage"":7}",completed,completed,candidates/ieee57/ieee57_voltage_dominant_v02.json
ieee57_voltage_dominant_v03,ieee57,voltage_dominant,3,57201,True,False,included,,"[65,69,116,117,122,125,126,253]","[11,58,59,63,64,67,68,69]",c4c6c8203f418025e3b0d977506f3e28ed6e721ca5bb537fe851ff68179263c0,30.0,"{""p_injection"":2,""q_branch_flow"":1,""q_injection"":5}","{""angle"":1,""voltage"":7}",completed,completed,candidates/ieee57/ieee57_voltage_dominant_v03.json
ieee57_voltage_measurement_heavy_v00,ieee57,voltage_measurement_heavy,0,57201,True,False,included,,"[0,1,2,3,78,203,251,283]","[20,21,56,57,58,59,77,78]",b1432f02d6beebc306db27378891d0ace6956c6d305b772852262ab2aa43e2cc,18.0,"{""p_branch_flow"":1,""p_injection"":1,""q_branch_flow"":2,""voltage_magnitude"":4}","{""angle"":2,""voltage"":6}",completed,completed,candidates/ieee57/ieee57_voltage_measurement_heavy_v00.json
ieee57_voltage_measurement_heavy_v01,ieee57,voltage_measurement_heavy,1,57201,True,False,included,,"[3,4,5,6,78,223,253,303]","[20,36,59,60,61,62,77,93]",3b32e8bc179baec43525824bb658e66d876efaef2e467eb1f736d8ed1e6e9c54,17.0,"{""p_branch_flow"":1,""p_injection"":1,""q_branch_flow"":2,""voltage_magnitude"":4}","{""angle"":2,""voltage"":6}",completed,completed,candidates/ieee57/ieee57_voltage_measurement_heavy_v01.json
ieee57_voltage_measurement_heavy_v02,ieee57,voltage_measurement_heavy,2,57201,True,False,included,,"[6,7,8,9,183,221,263,301]","[62,63,64,65,68,69,92,94]",02337da17aa0e3ec2e8adcc5cd6f46b21d50b1a1ff6a03bb5299bfc470638c52,12.0,"{""p_branch_flow"":2,""q_branch_flow"":2,""voltage_magnitude"":4}","{""voltage"":8}",completed,completed,candidates/ieee57/ieee57_voltage_measurement_heavy_v02.json
ieee57_voltage_measurement_heavy_v03,ieee57,voltage_measurement_heavy,3,57201,True,False,included,,"[9,10,11,12,65,122,178,258]","[6,7,63,64,65,66,67,68]",fff5bdf99cc6ec775198101c01efdc6a1264f2334833f39d5c79e5872a7259e2,28.0,"{""p_branch_flow"":1,""p_injection"":1,""q_branch_flow"":1,""q_injection"":1,""voltage_magnitude"":4}","{""angle"":2,""voltage"":6}",completed,completed,candidates/ieee57/ieee57_voltage_measurement_heavy_v03.json
